Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,audio_caption,visual_caption
8019,I win again!,Joey,joy,positive,809,1,6,6,"0:08:22,293","0:08:23,253",The speaker sounds happy.,"The image shows two men playing a game of foosball in a kitchen. The kitchen is filled with various objects, including a sofa set, chairs, cupboards, refrigerator, gas stove, kettle, bottles, and other objects on the countertop. On the right side of the image, there is a door with a photo frame attached to it."
8020,Ha-ha!,Joey,joy,positive,809,2,6,6,"0:08:23,253","0:08:25,839",The speaker sounds surprised.,"The image shows a man standing in a living room next to a couch, smiling. On the right side of the image there is a table with papers and other objects on it, and in the background there are sofas, a cupboard, a wall, a door, and a poster on the wall."
8021,Thats like 500 bucks you owe me!,Joey,joy,positive,809,3,6,6,"0:08:25,839","0:08:26,231","The speaker sounds male, speaks English, and conveys a happy mood.",Nan
8022,Whoo-ho-hoo!,Joey,joy,positive,809,4,6,6,"0:08:26,231","0:08:26,373","The speaker sounds male, speaks English, and conveys a neutral mood.",Nan
8023,$500 that is a loooot of electricity!,Joey,joy,positive,809,5,6,6,"00:08:26,756","00:08:33,178",The speaker sounds happy.,"The image shows two men playing a game of foosball in a kitchen. On the left side of the image, there is a table with various objects on it, and on the right side there is another table with bottles and other objects. In the background, there are cupboards, a refrigerator, a stove, a sink, a tap, bottles, and other items on the countertop, as well as posters and a frame attached to the wall."
8024,Whoo-ho-ho!,Joey,joy,positive,809,6,6,6,"00:08:28,633","00:08:33,178",The speaker sounds happy.,"The image shows two men standing next to each other in a kitchen, with a foosball table in the center. On the left side of the image there is a gas stove, and on the right side there are bottles and other objects on the countertop. In the background there are frames attached to the wall and a refrigerator."
8025,I gotta buy some food.,Joey,neutral,neutral,809,7,6,6,"00:08:33,346","00:08:35,680","The speaker sounds male, speaks English, and conveys a neutral mood.","The image shows two men standing next to each other in a kitchen, playing a game of foo foo. On the table in front of them is a foosball table, and to the left of them are bottles and other objects on the refrigerator. In the background, there are frames attached to the wall."
8026,"Okay, give me a chance to win my money back. Okay? Sudden death, one goal, $1,000.",Chandler,neutral,neutral,809,8,6,6,"00:08:35,848","00:08:41,728",The speaker sounds angry.,"The image shows a man standing in front of a door wearing a brown shirt. On the wall behind him, there is a board with papers attached to it, a light, and other objects."
8027,You serious?,Joey,surprise,positive,809,9,6,6,"0:08:42,313","0:08:42,905",The speaker sounds surprised.,Nan
8028,Oh yes!,Chandler,anger,negative,809,10,6,6,"0:08:42,905","0:08:43,829",The speaker sounds happy.,"The image shows a man standing in front of a door with his hands clasped in prayer. On the wall behind him, there is a board with papers pasted on it, a bottle, and other objects. There is also a frame and a light attached to the wall."
8029,"Okay, get ready to owe me!",Joey,joy,positive,809,11,6,6,"00:08:44,315","00:08:47,484",The speaker sounds angry.,"The image shows two men standing next to each other in a living room, with a table in front of them. On the table there are papers, and in the background there are sofas, a door, a window with a curtain, and a poster on the wall."
8030,Okay.,Chandler,neutral,neutral,809,12,6,6,"00:08:45,608","00:08:47,484",The speaker sounds like a man.,"The image shows two men standing next to each other in a living room. On the table in front of them are various objects, and to the left of them is a sofa. In the background, there is a wall with a poster attached to it."
8031,"Okay, here we go. Ready?",Joey,neutral,neutral,809,13,6,6,"00:08:47,652","00:08:48,944","The speaker sounds male, around 30 years old, speaking English with a neutral mood.","The image shows two men playing a game of foosball in a kitchen. The kitchen is filled with various objects, including a table with bottles on it, a chair, a stool, a gas stove, a kettle on the stove, objects placed on the counter-top, cupboards, a refrigerator, a photo frame on the wall, papers pasted on a door, a window with a curtain, and a roof with ceiling lights."
8032,No! No! No! Noone can beat me.,Chandler,anger,negative,809,14,6,6,"00:09:13,761","00:09:18,974",The speaker sounds angry.,"The image shows two men sitting at a table talking to each other. One of the men is holding a pen in his hand, while the other is looking at him intently. On the table in front of them are various objects, and on the wall behind them is a notice board with papers pasted on it, a photo frame, and a lamp."
8033,"See? Now, thats why only the little fake men are supposed to do all the kicking.",Chandler,fear,negative,809,15,6,6,"00:09:22,812","00:09:26,565",The speaker sounds angry.,"The image shows two men standing next to each other in a room. The man on the right is holding a box and a pen in his hands, while the other man is looking at him. In the background, there is a wall with a door, a board with papers pasted on it, a lamp, and other objects."
8034,Who is that?!,Monica,surprise,negative,810,0,7,9,"00:06:20,922","00:06:22,047",The speaker sounds surprised.,"The image shows a tall building with many windows and a fire escape on the side of it, illuminated by a light pole and surrounded by trees."
8035,"Dont worry, Im brave!",Chandler,sadness,negative,810,1,7,9,"0:06:22,840","0:06:23,883",The speaker sounds like they are trying to comfort someone.,"The image shows a man and woman standing in front of a refrigerator in a living room. There is a table and chair in the foreground, and a sofa on the right side of the image. In the background, there is a wall with a window and a curtain."
8036,I am brave!,Chandler,fear,negative,810,2,7,9,"0:06:23,883","0:06:24,968",The speaker sounds like a man.,"The image shows a man and woman standing in front of a Christmas tree in a living room. The room is decorated with a sofa with cushions, a chair, a table with various objects on it, a refrigerator with papers pasted on it and a cloth draped over it, and a window with a curtain."
8037,II am brave!,Chandler,fear,negative,810,3,7,9,"0:06:24,968","0:06:27,033",The speaker sounds like a man.,"The image shows a man and woman standing in a living room next to a Christmas tree decorated with lights. The room is filled with furniture such as a sofa with cushions, a table with various objects on it, a group of chairs, a refrigerator, a sink with a tap, some objects placed on the counter-top, a window with curtains, a clock on the wall, and a roof with ceiling lights."
8038,No-no-no-no!!,Chandler,fear,negative,810,4,7,9,"00:06:28,471","00:06:30,263",The speaker sounds fearful.,"The image shows a man and woman standing in front of a door, holding hands. On the right side of the image, there is a rack with various objects placed on it."
8039,Can you tell me who is there please?,Chandler,neutral,neutral,810,5,7,9,"00:06:31,557","00:06:33,809","The speaker is male, speaks English, and conveys an angry mood.","The image shows a man and woman standing in a kitchen next to each other. On the table in front of them is a flower vase, a device, and other objects. Behind them is another table with various objects on it, and on the wall behind them are plates and other decorative items. To the left of the image is a door."
8040,Hi!,Gary,joy,positive,810,6,7,9,"00:06:39,899","00:06:41,191",The speaker sounds happy.,"The image shows a man and woman standing in front of a door, with a wall in the background. The man is wearing a purple hoodie, while the woman is wearing an unknown outfit."
8041,Hi. Do you know what time it is?,Monica,neutral,neutral,810,7,7,9,"00:06:39,899","00:06:43,902",The speaker sounds happy.,"The image shows a man and woman standing in front of a door, with a wall in the background. The man is wearing a purple hoodie, while the woman is wearing an unknown outfit."
8042,Its candy time! My roommate says that they taste like little drops of heaven.,Gary,joy,positive,810,8,7,9,"00:06:45,446","00:06:48,573",The speaker sounds happy.,"The image shows two men standing next to each other in front of a door, with a wall in the background. One of the men has a human face, while the other has a more serious expression."
8043,Oh please!  Did you hear that? Little drops of heaven.,Monica,joy,positive,810,9,7,9,"00:06:48,783","00:06:53,829",Angry,"The image shows a man and woman standing next to each other in front of a door, with a wall in the background. The man is wearing a blue shirt and the woman is wearing an unknown outfit. Both of them have a human face, with the man's head slightly tilted to the side."
8044,4:00 A.M.,Chandler,neutral,neutral,810,10,7,9,"00:06:55,415","00:06:56,957","The speaker is male, speaking English with a neutral mood.","The image shows a man and woman standing next to each other in front of a Christmas tree decorated with lights and other festive decorations. The man is wearing a cream-colored dress and the woman is wearing an unknown color. In the background, there is a refrigerator with papers attached to it, a table with various objects on it, chairs, a window with a curtain, and a wall with cupboards."
8045,"So, can I get some candy?",Gary,neutral,neutral,810,11,7,9,"00:06:57,208","00:06:59,376","The speaker sounds male, around 30 years old, speaking English with a neutral mood.","The image shows a man and woman standing next to each other in a kitchen, surrounded by a refrigerator with papers pasted on it, a table, chairs, a Christmas tree decorated with lights, a curtain, a cupboard, and various objects on the wall."
8046,"I am sorry, but some of us have to",Chandler,neutral,neutral,810,12,7,9,"00:06:59,627","00:07:03,839",Neutral,"The image shows a man and woman standing next to each other in front of a door, with a wall in the background. The man is wearing a blue shirt and the woman is wearing an unknown outfit."
8047,"Umm, listen I am sorry, but Ill put some out first thing in the morning.",Monica,sadness,negative,810,13,7,9,"00:07:09,720","00:07:12,722",The speaker sounds sleepy.,"The image shows a man and woman standing next to each other in front of a door, with a wall in the background."
8048,"Well okay, Ill swing by later. Do you live in this building?",Gary,neutral,neutral,810,14,7,9,"00:07:12,932","00:07:17,394",Male,"The image shows two men standing next to each other in a room, with a door on the left side and a wall in the background. One of the men has a human face."
8049,Um-hmm.,Monica,neutral,neutral,810,15,7,9,"00:07:15,560","00:07:17,394","The speaker sounds male, surprised, and in English.","The image shows two men standing next to each other in a room, with a door on the left side and a wall in the background. One of the men has a human face."
8050,Mm! Seems like I wouldve remembered you!,Gary,surprise,negative,810,16,7,9,"00:07:17,562","00:07:20,480",The speaker sounds surprised.,"The image shows a man and woman standing in front of a door, with the woman holding a bouquet of flowers. The man has a human face, and the background of the image is a wall."
8051,Mm! Night Gar!,Chandler,neutral,neutral,810,17,7,9,"00:07:22,608","00:07:25,527","The speaker sounds male, within the age range of 16-25 years old, speaking","The image shows a man and woman standing next to each other in front of a door, with a wall in the background. The man is wearing a blue shirt and the woman is wearing an unknown outfit. Both of them have a human face, with the man's head slightly tilted to the side."
8052,Aaron! You gotta let me go. The guys hammered!,Joey,joy,positive,811,0,7,24,"00:12:17,445","00:12:20,989",The speaker sounds angry.,"The image shows three men standing next to each other in a dark room, with a wall in the background and a door on the right side."
8053,"Im sorry Joey, as long as hes here and hes conscious were still shooting.",The Director,neutral,neutral,811,1,7,24,"00:12:21,198","00:12:26,119",Joey,"The image shows two men standing next to each other in front of a wall with a light illuminating them. One of the men has a human face, while the other has a more serious expression."
8054,You wouldnt happen to have a very big fork?,Richard,neutral,neutral,811,2,7,24,"00:12:35,337","00:12:39,257",Male,"The image shows a man sitting at a table with a plate of food in front of him. He is holding a knife in his hand and there are glasses, bottles, and other objects on the table. In the background, there are frames attached to the wall."
8055,"So I uh, I just talked to the director. Thats it, were done for the day.",Joey,neutral,neutral,811,3,7,24,"00:12:40,843","00:12:46,598",The speaker sounds like a male in a neutral mood.,"The image shows a man in a police uniform standing in front of a table with a plate of food on it, surrounded by a sofa, a chair, a stool, a door, a light, and photo frames on the wall. On the table there are bottles, papers, a kettle, and other objects."
8056,Well have we finished the scene?,Richard,surprise,negative,811,4,7,24,"00:12:47,558","00:12:49,184",The speaker sounds like a male in his twenties speaking English.,"The image shows a man sitting at a table with a plate of food in front of him. On the table there is a glass, a bowl, and other objects. Behind him is a wall with a photo frame."
8057,Yeah! Youyou were wonderful.,Joey,joy,positive,811,5,7,24,"0:12:49,435","0:12:51,867",The speaker sounds happy.,"The image shows a man in a military uniform standing in front of a painting on the wall, with a plant to his left and a door to his right."
8058,As were you.,Richard,neutral,neutral,811,6,7,24,"0:12:51,867","0:12:54,108","The speaker sounds English, male, with a neutral mood.",The image shows a man sitting at a table with a plate of food in front of him. He is wearing a jacket and there are frames attached to the wall behind him.
8059,"So I got your car, its right outside.",Joey,neutral,neutral,811,7,7,24,"00:12:54,899","00:12:57,025",The speaker sounds like a male in his twenties speaking English.,The image shows a man in a military uniform standing in front of a painting on the wall. He is wearing a cap and there is a frame attached to the wall behind him.
8062,"Oh, thank you. Youre welcome.",Richard,joy,positive,811,8,7,24,"00:12:57,234","00:12:59,778",The speaker sounds happy.,"The image shows a man standing in front of a wall with a painting on it, wearing a coat and smiling."
8063,No-no-no! We gotta go! Come on!  Here we go.,Joey,fear,negative,811,9,7,24,"00:13:00,571","00:13:04,574",The speaker sounds hurried.,"The image shows two men standing around a table in a room. On the table there are various objects, and to the left of the table is a chair. In the background there is a sofa, a lamp, and a frame attached to the wall."
8064,Is that my ass?,Richard,joy,positive,811,10,7,24,"00:13:06,076","00:13:08,328","The speaker sounds male, within an adult age range, speaking English with a neutral mood.","The image shows a man in a suit and tie standing next to a woman in a room. On the right side of the image there is a table with a bottle and other objects on it, and on the left side there is an object on the table. In the background there are frames attached to the wall, a plant, and a door."
8065,What about these? These look the same?,Monica,neutral,neutral,812,0,5,19,"00:21:28,620","00:21:30,454","The speaker sounds female, within the age range of 26-40 years old, speaking","The image shows a group of people sitting around a table in a living room. On the table there are glasses, a bottle, and a plate. To the right of the table is a plant, and in the background there is a lamp, a flower vase, and other objects on the table. There are also frames attached to the wall and curtains in the room."
8066,Definitely!,Phoebe,joy,positive,812,1,5,19,"0:21:30,664","0:21:31,596",The speaker sounds happy.,"The image shows three women sitting on a couch talking to each other, with a man standing in the background. On the right side of the image there is a table with a photo frame and other objects on it, and behind the table there are curtains and a wall. At the bottom of the picture there is some text."
8067,Not as each other!,Monica,neutral,neutral,812,2,5,19,"0:21:31,596","0:21:32,756","The speaker sounds female, within the age range of 26-40 years old, speaking","The image shows a group of people sitting on top of a couch next to each other, with a man and a woman embracing each other in the center. On the right side of the image, there is a table with various objects on it, and in the background there is an object and a wall. At the bottom of the picture, there are cushions and a watermark."
8068,"Oh, then no.",Phoebe,neutral,neutral,812,3,5,19,"00:21:32,874","00:21:34,667",The speaker sounds like they are disgusted.,"The image shows three women sitting on a couch talking to each other, with a glass of drink on the table in front of them. In the background, there is a person standing, cupboards, a wall, a curtain, and other objects. The text on the image reads ""Gigi McCreery and Perry Rein""."
8069,Hey!,Chandler,joy,positive,812,4,5,19,"0:21:37,296","0:21:37,964","The speaker sounds male, within the age range of 16-25 years old, speaking","The image shows a woman in a blue dress standing in front of a building, surrounded by a sofa, a lamp, a table with various objects on it, a plant in a pot, some papers pasted on a wall, a door, and some clothes hanging on a rope."
8070,Hi!,Monica,anger,negative,812,5,5,19,"0:21:37,964","0:21:39,186",The speaker sounds happy.,"The image shows a man and a woman standing on the floor, with the woman wearing a dress. On the right side of the image there is a sofa, a lamp on the table, a plant in a pot, some photo frames on a cupboard, some objects placed on the surface, a door, some clothes, a window and a wall. The woman is Lily Chauvin as Grandma Tribbiani."
8073,You look amazing. I'm the luckiest man in the world.,Chandler,joy,positive,812,8,5,19,"00:21:39,506","00:21:42,758",The speaker sounds happy.,"The image shows a man and a woman embracing each other in a room with a refrigerator on the left side, a lamp on the right side, sofas in the background, and text at the bottom. The man and woman are Lily Chauvin as Grandma Tribbiani."
8074,"Ohh, you're about to get a little luckier.",Monica,joy,positive,812,9,5,19,"00:21:42,926","00:21:45,594",The speaker sounds happy.,"The image shows a man and woman standing next to each other in a living room. The man is wearing a brown shirt and the woman is smiling. In the background, there are frames attached to the wall, a window, a curtain, and other objects."
8075,Let me see the earrings.,Chandler,neutral,neutral,812,10,5,19,"0:21:45,762","0:21:46,764","The speaker sounds male, speaking English with a neutral mood.","The image shows a man and woman standing next to each other in a living room. The man is wearing a brown shirt and the woman is smiling. In the background, there are frames attached to the wall, a window, and other objects."
8076,"Oh, honey, the earrings",Monica,neutral,neutral,812,11,5,19,"0:21:46,764","0:21:48,536","The speaker sounds female, speaking English with a neutral mood.","The image shows a man and woman standing next to each other in a living room. The man is wearing a brown shirt and the woman is smiling. In the background, there are frames attached to the wall, a lamp, and other objects on the table, as well as sofas and a window."
8077,They look great! Does your boyfriend have the best taste or what?,Chandler,joy,positive,812,12,5,19,"00:21:48,682","00:21:52,893",Neutral,"The image shows a man and a woman standing in front of a wall with a window blind, a pillar, a box, and other objects in the background. The text on the image reads ""The Rembrandts - Michael Skloff, Allee Willis""."
8078,My boyfriend really does have good taste!,Monica,joy,positive,812,13,5,19,"00:21:54,479","00:21:56,147",The speaker sounds happy.,"The image shows a man and woman standing next to each other in a living room. The woman is wearing a blue dress and the man is wearing an orange shirt. In the background, there are sofas, frames attached to the wall, curtains, a ladder, and other objects. The image also has some writing on it, likely related to the two and a half men episode."
8079,Thanks for picking out the earrings man.,Chandler,neutral,neutral,812,14,5,19,"0:22:01,945","0:22:02,867","The speaker sounds male, speaking English with a neutral mood.","The image shows two men standing next to each other in a living room, surrounded by a sofa set, flower vase, cupboards, wall hangings attached to the walls, and various objects placed on the cupboards. In the center of the image, there is text that reads ""The Big Bang Theory""."
8080,Mm-Hm,Ross,neutral,neutral,812,15,5,19,"0:22:02,867","0:22:04,037","The speaker sounds male, around 30 years old, speaking English with a neutral mood.","The image shows a man standing in a kitchen next to a table with cups on it. On the left side of the image there is a platform with drawers and cupboards, and on top of the cupboards there are various items. There is also a cupboard with racks, and something written on the image. In the background there are cupboards and a clock on the wall."
8081,"I know that theres no hole there, I just really liked that picture.",Monica,neutral,neutral,813,0,4,15,"00:17:43,353","00:17:46,647",The speaker sounds happy.,"The image shows a woman standing in front of a bed with her arms outstretched, surrounded by a wall with a photo frame, curtains, and other objects in the background."
8082,Oh my God! Look at this!,Rachel,surprise,negative,813,1,4,15,"00:17:49,318","00:17:51,694",Angry,"The image shows a woman with blue hair standing in front of a refrigerator with papers pasted on it, a mirror on the wall, and various objects placed on top of the refrigerator."
8083,"Okay, but there",Monica,neutral,neutral,813,2,4,15,"00:17:51,862","00:17:55,323",The speaker sounds like they are in a neutral mood.,"The image shows a woman standing in front of a bed with a painting on the wall behind her. On the right side of the image, there is a chair and a table with various objects on it. In the background, there are curtains and a frame attached to the wall."
8084,I dont care! The wires have come loose in your head!,Rachel,anger,negative,813,3,4,15,"00:17:55,491","00:17:59,410",Angry,"The image shows a woman standing in a kitchen next to a refrigerator, holding an object in her hand. On the left side of the image, there is a table with various objects on it, and on the right side there is an object attached to the wall. In the background, there are a few objects visible."
8085,I just thought that if I could follow the wire I could find out what it did.,Monica,neutral,neutral,813,4,4,15,"00:17:59,828","00:18:02,914",The speaker sounds happy.,"The image shows a woman sitting on top of a couch in a living room, surrounded by pillows, a lamp, a flower vase, and other objects on the table. In the background, there is a frame attached to the wall."
8086,And did you?!,Rachel,sadness,negative,813,5,4,15,"00:18:03,082","00:18:06,000",The speaker sounds surprised.,"The image shows two women standing in a kitchen next to each other, both wearing black dresses. In the background, there is a refrigerator with various objects on it, and to the right of the image is a door with a hole in it."
8087,"No. It disappears back there behind that baseboard. For a minute there, I thought it went downstairs.",Monica,neutral,neutral,813,6,4,15,"00:18:06,502","00:18:11,672",The speaker sounds like a female with an angry mood.,"The image shows a woman standing in a kitchen next to a sink, surrounded by a platform with a wash basin, tap, bottles, plates, and other items, cupboards, a wall with a photo frame, a table with various items, a chair, and a window with window blinds."
8088,But it didnt. Say hello to Mrs. Chatracus.,Monica,neutral,neutral,813,7,4,15,"00:18:16,386","00:18:22,767","The speaker sounds female, speaking English with a neutral mood.","The image shows a woman standing in a kitchen next to a stove, surrounded by a platform with bottles, plates, a tissue roll, cups, and other items, as well as cupboards and a window with a curtain in the background."
8089,Oh my God.,Rachel,surprise,negative,813,8,4,15,"00:18:19,515","00:18:22,767","The speaker sounds female, between the ages of 26-40, speaking English with a","The image shows a man and woman standing in a kitchen next to each other. The kitchen is filled with various items, including a refrigerator with stickers on it, a stove with a kettle on it and a cloth draped over it, cupboards, a sink with a tap, plates, bottles, and other objects on the countertop, a mirror on the wall, a door, and a table with various objects on it."
8090,Hello darling.,Mrs. Chatracus,neutral,neutral,813,9,4,15,"0:18:22,935","0:18:23,227","The speaker sounds like a female with an age around 25 years, speaking in Mandarin with a",Nan
8091,"Hello, Mrs. Chatracus.",Rachel,neutral,neutral,813,10,4,15,"0:18:23,227","0:18:26,861",The speaker sounds happy.,"The image shows a woman kneeling down in a kitchen next to a refrigerator, with a table and chair in front of her. On the table there are plates and other objects, and in the background there is a stove with a kettle on it, a dishwasher with a cloth draped over it, and various utensils and objects on the countertop. There are also cupboards and a door in the room."
8092,"Okay, is everybody clear? Were gonna pick it upand move it. Now all we need is teamwork, okay? Were gonna",Ross,neutral,neutral,814,0,7,14,"00:18:04,500","00:18:18,679",The speaker sounds like a man speaking English.,"The image shows a group of people standing around a blue car on the road, with a building in the background featuring glass doors and posters with text and images."
8093,"Ross, I really dont think",Rachel,neutral,neutral,814,1,7,14,"00:18:27,773","00:18:30,525",Angry,"The image shows two women standing next to each other in front of a building, with a car at the bottom of the image and a wall with a glass window in the background."
8094,Lift!! And slide!,Ross,joy,positive,814,2,7,14,"00:18:31,610","00:18:33,861","The speaker sounds male, disgusted, and within an adult age range.","The image shows a man standing in front of a car with his hands outstretched, wearing a brown t-shirt. In the background, there is a wall with a poster attached to it."
8095,"Okay, here we go.",Chandler,neutral,neutral,814,3,7,14,"00:18:34,196","00:18:36,697",The speaker sounds happy.,"The image shows a man and two women standing next to a blue car on a street. The man is wearing a black jacket and white pants, while the two women are wearing brown jackets. In the background, there is a building with glass windows, a flag, a tree, and a pole."
8096,"All right everyone, lift!  And slide!!",Ross,joy,positive,814,4,7,14,"00:18:36,949","00:18:52,463",The speaker sounds like a male in a neutral mood speaking English.,The image shows two men and a woman looking at a blue car in front of a wall with a poster on it. The car has a wheel in the center of the image.
8097,"All right Carl, were next. Now remember, what is not gonna be?",Joey,neutral,neutral,815,0,6,17,"00:16:30,406","00:16:34,701",The speaker sounds happy.,The image shows two men sitting on a couch in a room with a door on the left side and photo frames on the wall in the background.
8098,Another,Carl,neutral,neutral,815,1,6,17,"00:16:34,868","00:16:37,787",The speaker sounds angry.,"The image shows two men sitting on a couch, talking to each other. On the left side of the image there is a table with various objects on it, and in the background there is an object attached to the wall."
8099,Thats right! And what are you not gonna do?,Joey,neutral,neutral,815,2,6,17,"00:16:37,955","00:16:39,372",The speaker sounds angry.,"The image shows two men sitting on a couch, talking to each other. On the left side of the image there is a table with various objects on it, and in the background there is an object attached to the wall."
8100,"Well, Im not gonna talk because",Carl,neutral,neutral,815,3,6,17,"00:16:39,540","00:16:43,292",The speaker sounds angry.,"The image shows two men sitting on a couch, talking to each other, with a wall in the background."
8101,"I mean, I realize that his feelings may never completely go away, but",Monica,sadness,negative,816,0,7,7,"00:20:40,822","00:20:45,660",The speaker sounds sad.,"The image shows two women standing next to each other in a living room. The woman on the left is wearing a blue dress, while the woman in the middle is wearing an animal print dress. In the background, there is a chair, a table with various objects on it, a curtain, a door, and a wall. On the right side of the image, there are plants adding a touch of greenery to the scene."
8102,"Oh?my Gawd, I-I understand.",Janice,sadness,negative,816,1,7,7,"00:20:49,039","00:20:55,711",The speaker sounds surprised.,"The image shows two women standing next to each other in a living room. On the right side of the image there is a plant, and in the background there are curtains, a door, a wall, a ladder, a table with drawers, a lamp, and other objects."
8103,"I-I am so sorry, Ill go.",Janice,sadness,negative,816,2,7,7,"00:20:52,084","00:20:57,421",The speaker sounds sad.,"The image shows two women standing in a living room, talking to each other. On the right side of the image there is a plant, and in the background there are frames attached to the wall, a door, a curtain, a lamp, and other objects."
8104,"Good-bye Monica , I wish you a lifetime of happiness with him.",Janice,sadness,negative,816,3,7,7,"00:21:02,511","00:21:08,516",The speaker sounds sad.,"The image shows two women standing next to each other in front of a door, with a frame and other objects attached to the wall in the background. One of the women is wearing a dress."
8105,"Chandler,  you call me when this goes in the pooper.",Janice,neutral,neutral,816,4,7,7,"00:21:08,725","00:21:14,063",The speaker sounds like a female in her twenties speaking English.,The image shows a woman in a leopard print dress talking to a man in a blue dress in front of a wall with a mirror and other objects.
8107,I found my identical hand twin!,Joey,joy,positive,817,0,5,23,"00:18:47,000","00:18:49,752",The speaker sounds happy.,"The image shows a man in a Hawaiian shirt standing in front of a bed with a pillow on it, a door, a lamp, and a wall in the background."
8108,"Ohh, you are",Phoebe,neutral,neutral,817,1,5,23,"00:20:14,796","00:20:17,006",The speaker sounds happy.,The image shows a man and woman standing next to each other in a room. The woman is wearing a black dress and the man is standing in front of her. The room is decorated with lights on the wall and a door in the background.
8109,No!,Chandler,neutral,neutral,817,2,5,23,"0:20:24,681","0:20:25,516","The speaker sounds male, speaks English, and conveys a neutral mood.","The image shows a man and woman standing next to each other in a room, with a wall behind them adorned with photo frames and a lamp."
8110,But she just came up here!,Phoebe,surprise,negative,817,3,5,23,"0:20:25,516","0:20:27,660",Angry,"The image shows a man and woman standing next to each other in a room. The woman is wearing a black dress and the man is wearing an orange t-shirt. In the background, there is a wall with a door and a lamp attached to it."
8111,That was Joey!,Chandler,neutral,neutral,817,4,5,23,"00:20:27,935","00:20:29,518",Joey,"The image shows a man and woman standing next to each other in a room, with a wall behind them adorned with photo frames and a lamp."
8112,I wonder where she is. That is so weird.,Phoebe,neutral,neutral,817,5,5,23,"00:20:30,145","00:20:32,271",The speaker sounds happy.,"The image shows a man and woman standing next to each other in a room. The woman is wearing a black dress and the man is wearing an orange t-shirt. In the background, there is a door, a lamp attached to the wall, and a window."
8113,"Yeah, well, she's probably talking to Richard.",Chandler,neutral,neutral,817,6,5,23,"00:20:32,481","00:20:34,357",The speaker sounds neutral.,"The image shows a man and woman standing in a bedroom next to each other. The room is decorated with a bed with pillows, a chair, a lamp on a table, some photo frames and a lamp attached to the wall."
8114,Would you stop that!,Phoebe,anger,negative,817,7,5,23,"00:20:34,608","00:20:36,234",Angry,"The image shows a man and woman standing in a bedroom next to each other. The room is decorated with a bed with pillows, a table with a lamp and other objects, a wall with photo frames and lights, and a door."
8115,Do you wanna know the first thing she said when she came back from her lunch with Richard?,Phoebe,neutral,neutral,817,8,5,23,"00:20:36,902","00:20:40,154",The speaker sounds neutral.,"The image shows a woman in a black dress sitting on a couch next to a man in an orange shirt. In the background, there is a door, a flower vase on a table, and a frame attached to the wall."
8116,She didn't feel anything for him.,Phoebe,neutral,neutral,817,9,5,23,"0:20:40,405","0:20:42,167",The speaker sounds female.,"The image shows a woman in a black dress sitting on a couch talking to a man in an orange t-shirt. In the background, there is a flower vase on a table, a door, and a wall."
8117,She loves you!,Phoebe,sadness,negative,817,10,5,23,"0:20:42,167","0:20:43,286",The speaker is female with an angry mood.,"The image shows a woman sitting on top of a couch next to a man, with a flower vase and other objects on the table in front of them. In the background, there is a door and a wall."
8118,Really?,Chandler,surprise,positive,817,11,5,23,"00:20:44,618","00:20:46,285",The speaker sounds surprised.,"The image shows a man and woman sitting on top of a couch, with a door in the background and a frame on the wall. The man has a human face and is looking at the woman with a loving expression."
8119,"Yes! Now, she feels terrible! She really wants to make up! You gotta find her.",Phoebe,anger,negative,817,12,5,23,"00:20:46,495","00:20:50,873",The speaker sounds sad.,"The image shows a woman in a black dress standing in front of a mirror, with a flower vase and other objects on the cabinet behind her, a door to her right, and a wall in the background."
8120,Okay.,Chandler,neutral,neutral,817,13,5,23,"00:20:52,793","00:20:53,834","The speaker sounds male, between 16-25 years old, speaking in English with a",The image shows a man and woman sitting on top of a couch in a room with a wall and a door in the background. The man is wearing an orange t-shirt and the woman is wearing a black dress.
8121,Good.  I should really start wearing hats!,Phoebe,neutral,neutral,817,14,5,23,"00:20:54,378","00:21:04,971",The speaker is female with an English speech.,"The image shows a woman sitting on a couch in a room with blue walls. There is a bed with pillows, a table with various objects on it, a chair with a cloth draped over it, another table with drawers, a lamp, a flower vase, a mirror, and photo frames on the wall. In the background, there is a door."
8122,"I mean, why should I let them meet him?",Monica,neutral,neutral,818,0,1,3,"00:07:01,712","00:07:03,171","The speaker sounds female, between the ages of 16-25, speaking in English with","The image shows a white car parked in front of a building at night, with a group of people standing around it. The building has glass walls and lights, and there is a board with text on it."
8123,"I mean, I bring a guy home, and within five minutes they're all over him.",Monica,disgust,negative,818,1,1,3,"00:07:03,381","00:07:06,299",Angry,"The image shows two women in chef's hats standing in a kitchen, preparing food. On the table in front of them are various utensils, vegetables, and other objects. Behind them is a cupboard filled with plates, bottles, and boxes, and a light attached to the wall."
8124,"I mean, they're like- coyotes, picking off the weak members of the herd.",Monica,joy,positive,818,2,1,3,"00:07:06,509","00:07:10,345",The speaker sounds female.,"The image shows a woman in a chef's hat standing in front of a counter with a plant, bottles, and other objects on it. Behind her is a cupboard filled with plates and a flower vase."
8125,Listen.,Paula,neutral,neutral,818,3,1,3,"00:07:11,055","00:07:15,392","The speaker sounds male, within an adult age range, speaking English with a neutral mood.","The image shows a woman in a chef's hat standing in front of a plant, holding something in her hand. There are other plants in the background, as well as a light and a frame on the wall."
